kind,id,name,asset,review
consumable,harmonic_injector,Harmonic Injector,assets/icons/items/harmonic_injector.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
consumable,archive_cascade,Combat Cogitator,assets/icons/items/archive_cascade.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
consumable,defib_spark,Defibrillator,assets/icons/items/defib_spark.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
consumable,ghost_veil,Cloak Emitter,assets/icons/items/ghost_veil.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
consumable,scatter_veil_array,Cloak Array,assets/icons/items/scatter_veil_array.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
consumable,grounding_clip,Grounding Clip,assets/icons/items/grounding_clip.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
consumable,corrosion_bomb,Interference Charge,assets/icons/items/signalJam.png,Updated 2026-09-07: reuse the detailed signal emitter for roll interference; original source remains shared with Signal Jammer.
consumable,entropy_seed,Disruption Core,assets/icons/items/entropy_seed.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
consumable,shock_charge,Shock Charge,assets/icons/items/shock_charge.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
consumable,acid_vial,Acid Vial,assets/icons/items/acid_vial.png,Keep clear vial silhouette; green chemical art is appropriate here.
consumable,phase_scrambler,Phase Scrambler,assets/icons/items/phase_scrambler.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
consumable,cascade_jammer,Cascade Scrambler,assets/icons/items/cascade_jammer.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
consumable,cryo_gel,Cryo Gel,assets/icons/items/cryo_gel.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
consumable,cryo_web,Cryo Web,assets/icons/items/cryo_web.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
consumable,deep_zero_pin,Deep Freeze Charge,assets/icons/items/deep_zero_pin.png,Keep pale cryogenic cylinder; strong item function cue.
consumable,protocol_cell,Protocol Cell,assets/icons/items/protocol_cell.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
consumable,capacitor_dose,Capacitor Cell,assets/icons/items/capacitor_dose.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
consumable,core_surge,Core Cell,assets/icons/items/core_surge.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
consumable,mainline_cache,Mainline Cache,assets/icons/items/mainline_cache.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,neural_splice,Neural Splice,assets/icons/items/neural_splice.png,Keep skull machine only as a controlled grimdark accent; do not make every item a skull.
gear,predator_lens,Predator Lens,assets/icons/items/predator_lens.png,Keep large lens; one of the strongest icons at reward scale.
gear,combat_plating,Combat Plating,assets/icons/items/combat_plating.png,Keep armor plate silhouette; immediately understandable.
gear,stim_injector,Stim Injector,assets/icons/items/stim_injector.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,warframe_core,Combat Frame Core,assets/icons/items/warframe_core.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,phase_weave,Phase Weave,assets/icons/items/phase_weave.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,kill_switch,Salvage Injector,assets/icons/items/kill_switch.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,protocol_tap,Power Tap,assets/icons/items/protocol_tap.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,mainline_bus,Mainline Bus,assets/icons/items/mainline_bus.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,triage_gel,Triage Gel,assets/icons/items/triage_gel.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,counterweight,Impact Damper,assets/icons/items/counterweight.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,siphon_loop,Recovery Loop,assets/icons/items/siphon_loop.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,hemophage_nexus,Hemophage Nexus,assets/icons/items/hemophage_nexus.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,spike_driver,Assault Driver,assets/icons/items/spike_driver.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,overkill_matrix,Overkill Matrix,assets/icons/items/overkill_matrix.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,dead_mans_chip,Survival Chip,assets/icons/items/dead_mans_chip.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,echo_matrix,Echo Matrix,assets/icons/items/echo_matrix.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,breach_tip,Penetrator Tip,assets/icons/items/breach_tip.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,bounty_chip,Bounty Chip,assets/icons/items/bounty_chip.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,band_compressor,Band Compressor,assets/icons/items/band_compressor.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,wide_aperture,Wide Aperture,assets/icons/items/wide_aperture.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,reverse_gimbal,Reverse Gimbal,assets/icons/items/reverse_gimbal.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,priming_charge,Priming Charge,assets/icons/items/priming_charge.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,overload_capacitor,Overload Capacitor,assets/icons/items/overload_capacitor.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,ignition_coil,Ignition Coil,assets/icons/items/ignition_coil.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,payload_fuse,Payload Fuse,assets/icons/items/payload_fuse.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,targeting_optic,Targeting Optic,assets/icons/items/targeting_optic.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,mirror_plate,Mirror Plate,assets/icons/items/mirror_plate.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,anchor_frame,Anchor Frame,assets/icons/items/anchor_frame.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,killswitch_relay,Deathburst Relay,assets/icons/items/killswitch_relay.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
gear,sync_antenna,Sync Antenna,assets/icons/items/sync_antenna.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,ironCurtain,Iron Curtain,assets/icons/items/ironCurtain.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,openingGambit,Opening Salvo,assets/icons/items/openingGambit.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,bulwarkAura,Bulwark Projector,assets/icons/items/bulwarkAura.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,naniteField,Nanite Field,assets/icons/items/naniteField.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,plagueProtocol,Caustic Disperser,assets/icons/items/plagueProtocol.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,overcharge,Overcharge,assets/icons/items/overcharge.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,signalJam,Signal Interference,assets/icons/items/signalJam.png,Increase antenna silhouette brightness/area; very thin gold wire disappears small.
relic,coordinatedStrike,Coordinated Strike,assets/icons/items/coordinatedStrike.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,resonanceCascade,Thermal Catalyst,assets/icons/items/resonanceCascade.png,Clarify machinery; bell-like silhouette reads ceremonial before technological.
relic,gravityWell,Gravity Well,assets/icons/items/momentum_core.png,Updated 2026-09-07: reuse the detailed orbital apparatus for the gravity field; original source remains shared with Momentum Core.
relic,protocolOverride,Supply Bypass,assets/icons/items/protocolOverride.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,entropyLeak,Attrition Field,assets/icons/items/entropyLeak.png,Rework hourglass motif toward a damaged clock/regulator; currently reads fantasy time magic.
relic,chainReaction,Chain Reaction,assets/icons/items/chainReaction.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,martyrdomProtocol,Vengeance Order,assets/icons/items/martyrdomProtocol.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,overloadLoop,Overload Loop,assets/icons/items/overloadLoop.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,curatedCache,Priority Cache,assets/icons/items/curatedCache.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,overflowBuffer,Reserve Capacitor,assets/icons/items/overflowBuffer.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,fieldCache,Field Cache,assets/icons/items/fieldCache.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,mercyProtocol,Revival Matrix,assets/icons/items/mercyProtocol.png,Keep as ceremonial relic; winged saint shape should remain exceptional.
relic,emergencySignal,Emergency Signal,assets/icons/items/emergencySignal.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,aegisField,Aegis Field,assets/icons/items/aegisField.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,standingOrder,Standing Order,assets/icons/items/standingOrder.png,Rework parchment/scroll into a stamped command plate if military emphasis is chosen.
relic,staticField,Static Field,assets/icons/items/staticField.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,twinFates,Twin Fates,assets/icons/items/twinFates.png,Reframe art: two small dice and a fine gold line occupy little of the tile; simplify into two large linked dice.
relic,overflowVent,Overflow Vent,assets/icons/items/overflowVent.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,salvageDirective,Salvage Directive,assets/icons/items/salvageDirective.png,Replace parchment with salvage requisition slate; keep the stamped hierarchy.
relic,coldLogic,Cold Logic,assets/icons/items/coldLogic.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,chainDoctrine,Chain Doctrine,assets/icons/items/chainDoctrine.png,Increase central object occupancy; book/plate is tiny and excessively dark.
relic,scavengerManifest,Scavenger Manifest,assets/icons/items/scavengerManifest.png,Use inventory slate rather than parchment to distinguish it from Salvage Directive.
relic,deadMansHand,Dead Man's Hand,assets/icons/items/deadMansHand.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,salvageRig,Salvage Rig,assets/icons/items/salvageRig.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,chitinGraft,Chitin Graft,assets/icons/items/chitinGraft.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,resonantChorus,Resonant Chorus,assets/icons/items/resonantChorus.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,rootAccess,Root Access,assets/icons/items/rootAccess.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
relic,mantleCore,Mantle Core,assets/icons/items/mantleCore.png,Keep subject and rendering family; normalize occupied area and verify recognition at loadout size. Reduce small gold detail where it carries no meaning.
